coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
32934,https://bisque.cyverse.org/image_service/image/00-UjLC3iFVz5i6fmpSwunzFX/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-UjLC3iFVz5i6fmpSwunzFX/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-UjLC3iFVz5i6fmpSwunzFX/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-UjLC3iFVz5i6fmpSwunzFX/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d1467069-7466-428b-8991-bb6ad2b0c2bf,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=32934,StillImage,Photograph,en
34072,https://bisque.cyverse.org/image_service/image/00-K7gZ2DPXWtghSErZ5YUB8R/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-K7gZ2DPXWtghSErZ5YUB8R/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-K7gZ2DPXWtghSErZ5YUB8R/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-K7gZ2DPXWtghSErZ5YUB8R/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:22798355-b2d3-4fb0-9ae9-db27467e7a50,"2019-12-04 20:23:54",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=34072,StillImage,Photograph,en
34330,https://bisque.cyverse.org/image_service/image/00-cFnTcmMMCbGZhYQ9nWzaoV/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-cFnTcmMMCbGZhYQ9nWzaoV/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-cFnTcmMMCbGZhYQ9nWzaoV/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-cFnTcmMMCbGZhYQ9nWzaoV/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dac4f941-28b2-484b-8bd0-6d2a5bd86172,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=34330,StillImage,Photograph,en
34388,https://bisque.cyverse.org/image_service/image/00-zKEZZREWzsLex2JckCZBxZ/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-zKEZZREWzsLex2JckCZBxZ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-zKEZZREWzsLex2JckCZBxZ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-zKEZZREWzsLex2JckCZBxZ/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7c067b19-3992-4358-b0eb-dec18e160a82,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=34388,StillImage,Photograph,en
34887,https://bisque.cyverse.org/image_service/image/00-fKVZXTgzsBAseFPLQXDz9f/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-fKVZXTgzsBAseFPLQXDz9f/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-fKVZXTgzsBAseFPLQXDz9f/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-fKVZXTgzsBAseFPLQXDz9f/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b5078e2e-cd1a-454f-a891-4f958d5676b9,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=34887,StillImage,Photograph,en
35298,https://bisque.cyverse.org/image_service/image/00-wivtKCU4ihbEnLFjNnGGCZ/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-wivtKCU4ihbEnLFjNnGGCZ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-wivtKCU4ihbEnLFjNnGGCZ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-wivtKCU4ihbEnLFjNnGGCZ/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:44a4d6de-f317-48c2-b132-ee67759b1cb4,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=35298,StillImage,Photograph,en
35341,https://bisque.cyverse.org/image_service/image/00-rqgtAChv7qUZMLg3PnV3WN/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-rqgtAChv7qUZMLg3PnV3WN/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-rqgtAChv7qUZMLg3PnV3WN/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-rqgtAChv7qUZMLg3PnV3WN/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b0e0cedb-e6c5-4387-bc58-76250c4c30cf,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=35341,StillImage,Photograph,en
35403,https://bisque.cyverse.org/image_service/image/00-eLBbFevRNRDkXEqcMPUWd7/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-eLBbFevRNRDkXEqcMPUWd7/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-eLBbFevRNRDkXEqcMPUWd7/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-eLBbFevRNRDkXEqcMPUWd7/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:bd718c4e-b7ad-4801-b2e5-15689093e811,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=35403,StillImage,Photograph,en
36246,https://bisque.cyverse.org/image_service/image/00-Drv8AUSwbqgazwXKLL497a/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-Drv8AUSwbqgazwXKLL497a/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-Drv8AUSwbqgazwXKLL497a/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-Drv8AUSwbqgazwXKLL497a/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:40ab1be4-0d95-4e59-bf08-1b9648521654,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=36246,StillImage,Photograph,en
37045,https://bisque.cyverse.org/image_service/image/00-fwiHbU38hdgaPcmR6SVuME/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-fwiHbU38hdgaPcmR6SVuME/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-fwiHbU38hdgaPcmR6SVuME/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-fwiHbU38hdgaPcmR6SVuME/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6c216e8e-da73-439f-bb53-56908b16984f,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=37045,StillImage,Photograph,en
37078,https://bisque.cyverse.org/image_service/image/00-EahKQXMjshnBSf2XNSbWzL/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-EahKQXMjshnBSf2XNSbWzL/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-EahKQXMjshnBSf2XNSbWzL/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-EahKQXMjshnBSf2XNSbWzL/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2e0ee41a-557a-4be0-b4e3-a36cc636b4da,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=37078,StillImage,Photograph,en
37966,https://bisque.cyverse.org/image_service/image/00-fPsuNSjMUuMnuWojc7QHLG/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-fPsuNSjMUuMnuWojc7QHLG/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-fPsuNSjMUuMnuWojc7QHLG/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-fPsuNSjMUuMnuWojc7QHLG/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:8450f944-9a5b-4532-892f-f79e2bdbaf0c,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=37966,StillImage,Photograph,en
39391,https://bisque.cyverse.org/image_service/image/00-JYjnMfYdycRm8sJ3aoyG2a/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-JYjnMfYdycRm8sJ3aoyG2a/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-JYjnMfYdycRm8sJ3aoyG2a/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-JYjnMfYdycRm8sJ3aoyG2a/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:99cefd35-b157-45e9-9af0-68485904531a,"2019-12-04 20:23:54",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=39391,StillImage,Photograph,en
39492,https://bisque.cyverse.org/image_service/image/00-wtmEqJFrp38Pap39UxvJA/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-wtmEqJFrp38Pap39UxvJA/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-wtmEqJFrp38Pap39UxvJA/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-wtmEqJFrp38Pap39UxvJA/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0260407d-4fa1-49c0-849b-74eb8ede7828,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=39492,StillImage,Photograph,en
39663,https://bisque.cyverse.org/image_service/image/00-HL5M8ijuhR8TF7tGmPcefa/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-HL5M8ijuhR8TF7tGmPcefa/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-HL5M8ijuhR8TF7tGmPcefa/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-HL5M8ijuhR8TF7tGmPcefa/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6e200fe6-63c8-44ad-99e4-5486d365e141,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=39663,StillImage,Photograph,en
39825,https://bisque.cyverse.org/image_service/image/00-nwbACkvscNBDF7XLM5uCze/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-nwbACkvscNBDF7XLM5uCze/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-nwbACkvscNBDF7XLM5uCze/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-nwbACkvscNBDF7XLM5uCze/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:44926d11-6279-4018-b275-e0d367641cbc,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=39825,StillImage,Photograph,en
40746,https://bisque.cyverse.org/image_service/image/00-kvr2pkY5EQ5bRtHHxy4SBa/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-kvr2pkY5EQ5bRtHHxy4SBa/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-kvr2pkY5EQ5bRtHHxy4SBa/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-kvr2pkY5EQ5bRtHHxy4SBa/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9e0cfb80-c9d9-468d-b406-4fc0ad365d75,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=40746,StillImage,Photograph,en
40883,https://bisque.cyverse.org/image_service/image/00-CrPH9YwttuVJXoELQWEjGe/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-CrPH9YwttuVJXoELQWEjGe/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-CrPH9YwttuVJXoELQWEjGe/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-CrPH9YwttuVJXoELQWEjGe/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:dce64486-e973-4bc3-92d6-c2484c7aeaed,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=40883,StillImage,Photograph,en
41203,https://bisque.cyverse.org/image_service/image/00-nd2VuUvwxtAFdm7jSf3hcf/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-nd2VuUvwxtAFdm7jSf3hcf/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-nd2VuUvwxtAFdm7jSf3hcf/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-nd2VuUvwxtAFdm7jSf3hcf/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:e7e68752-bf63-4dc5-b1a6-e93ceb624011,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=41203,StillImage,Photograph,en
41226,https://bisque.cyverse.org/image_service/image/00-kPpetM4kpeZUY24dC4iVAd/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-kPpetM4kpeZUY24dC4iVAd/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-kPpetM4kpeZUY24dC4iVAd/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-kPpetM4kpeZUY24dC4iVAd/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b5dcc6ac-6c90-4788-aceb-eaf8377e9c93,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=41226,StillImage,Photograph,en
41918,https://bisque.cyverse.org/image_service/image/00-gePsKRG4ktMqWBGJDQBUu9/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-gePsKRG4ktMqWBGJDQBUu9/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-gePsKRG4ktMqWBGJDQBUu9/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-gePsKRG4ktMqWBGJDQBUu9/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7338a036-35a4-4b55-b8e3-4971f09351ad,"2019-12-04 20:23:54",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=41918,StillImage,Photograph,en
42044,https://bisque.cyverse.org/image_service/image/00-oLvgefxoRP3tZN6REcxXrY/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-oLvgefxoRP3tZN6REcxXrY/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-oLvgefxoRP3tZN6REcxXrY/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-oLvgefxoRP3tZN6REcxXrY/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:30b2e95a-512e-462e-9cf8-666d10a495e7,"2020-01-06 11:36:14",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=42044,StillImage,Photograph,en
42076,https://bisque.cyverse.org/image_service/image/00-FMAJWoASp7Epp2mTPh5bT5/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-FMAJWoASp7Epp2mTPh5bT5/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-FMAJWoASp7Epp2mTPh5bT5/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-FMAJWoASp7Epp2mTPh5bT5/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ed1fb751-cc93-4243-bbdc-152a90a963b4,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=42076,StillImage,Photograph,en
43577,https://bisque.cyverse.org/image_service/image/00-U72CWPsxmWgznPeUEmVGTQ/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-U72CWPsxmWgznPeUEmVGTQ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-U72CWPsxmWgznPeUEmVGTQ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-U72CWPsxmWgznPeUEmVGTQ/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:3f829c56-b2d5-414f-932e-fe86053f3c0d,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=43577,StillImage,Photograph,en
44687,https://bisque.cyverse.org/image_service/image/00-FjJKmJ8Y533vJ7imEj6Nf9/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-FjJKmJ8Y533vJ7imEj6Nf9/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-FjJKmJ8Y533vJ7imEj6Nf9/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-FjJKmJ8Y533vJ7imEj6Nf9/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:35b8b7ad-bbc1-495d-b9a2-6921e3051375,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=44687,StillImage,Photograph,en
45165,https://bisque.cyverse.org/image_service/image/00-8bwvCCtnEyVPr6NJfHcaYX/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-8bwvCCtnEyVPr6NJfHcaYX/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-8bwvCCtnEyVPr6NJfHcaYX/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-8bwvCCtnEyVPr6NJfHcaYX/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:cda24c14-fd8a-4094-abc2-f6581480af4e,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=45165,StillImage,Photograph,en
45593,https://bisque.cyverse.org/image_service/image/00-FbxDwJGKJBd8pN5WgR25Gm/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-FbxDwJGKJBd8pN5WgR25Gm/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-FbxDwJGKJBd8pN5WgR25Gm/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-FbxDwJGKJBd8pN5WgR25Gm/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5bb8d4b3-be0a-4932-9e4c-821f90607074,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=45593,StillImage,Photograph,en
47784,https://bisque.cyverse.org/image_service/image/00-auVW9uz8qpqJJ8hU2GmMib/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-auVW9uz8qpqJJ8hU2GmMib/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-auVW9uz8qpqJJ8hU2GmMib/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-auVW9uz8qpqJJ8hU2GmMib/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1d2e8e4e-7c76-4c88-89a1-7df16307a7f0,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=47784,StillImage,Photograph,en
48496,https://bisque.cyverse.org/image_service/image/00-gp97T2NgvRm5bLvJYGGFi9/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-gp97T2NgvRm5bLvJYGGFi9/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-gp97T2NgvRm5bLvJYGGFi9/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-gp97T2NgvRm5bLvJYGGFi9/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:acb868a4-1405-4050-9de9-1704fe81905e,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=48496,StillImage,Photograph,en
48862,https://bisque.cyverse.org/image_service/image/00-BMdQ4oRDHthnnhtDnFkDPD/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-BMdQ4oRDHthnnhtDnFkDPD/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-BMdQ4oRDHthnnhtDnFkDPD/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-BMdQ4oRDHthnnhtDnFkDPD/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d283591a-bd65-4bf2-8e2e-fa56f3254742,"2019-12-04 20:23:52",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=48862,StillImage,Photograph,en
49480,https://bisque.cyverse.org/image_service/image/00-hNRL7BThjaQiFmtiW7YwoV/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-hNRL7BThjaQiFmtiW7YwoV/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-hNRL7BThjaQiFmtiW7YwoV/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-hNRL7BThjaQiFmtiW7YwoV/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1bc62156-8540-4f26-a93f-e82455e3cb90,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=49480,StillImage,Photograph,en
49680,https://bisque.cyverse.org/image_service/image/00-HshCycAY4AQAECf8MSRii8/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-HshCycAY4AQAECf8MSRii8/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-HshCycAY4AQAECf8MSRii8/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-HshCycAY4AQAECf8MSRii8/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:341ab6f4-5f51-40e7-ab84-6af8343f5dc9,"2019-12-04 20:23:54",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=49680,StillImage,Photograph,en
50043,https://bisque.cyverse.org/image_service/image/00-qK2AXGnHYjJ8yR3adtULaX/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-qK2AXGnHYjJ8yR3adtULaX/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-qK2AXGnHYjJ8yR3adtULaX/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-qK2AXGnHYjJ8yR3adtULaX/resize:1250/format:jpeg,,"SBBG - Clifton Smith Herbarium, Santa Barbara Botanic Garden (SBBG)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:91fb5b6f-5c5a-4e0e-b9fc-fabba205310f,"2019-12-04 20:23:53",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=50043,StillImage,Photograph,en
