id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,recordedBy,associatedCollectors,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey_dbpk,collId,recordId,references
3219838,UCJEPS,,,PreservedSpecimen,38102a13-d1a6-4920-9b7d-fc857198d0ca,UC10002,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Miss Grace Selby,,1899-01-01,1899,1,1,1,365,1899,"county supplied by Wetherwax; Date as ""1899",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Solano,,Benecia [Benicia],,0,,38.0554,-122.1312,WGS84,1223,,UCDavis E,,GoogleMaps via BerkeleyMapper,,georef from old CCH cumulative file; (copied from GH341451),,,,,,,,,,5/30/12 20:59,38102a13-d1a6-4920-9b7d-fc857198d0ca,46,urn:uuid:473272e3-8fa0-4ecc-a298-006637e3de15,http://cch2.org/portal/collections/individual/index.php?occid=3219838
3231977,UCJEPS,,,PreservedSpecimen,3b4a81d2-97bd-405f-a867-e9df35f8bac6,UC10008,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,F. T. Bioletti,,1891-01-01,1891,1,1,1,365,1891,"Date as ""1891",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Francisco,,San Francisco,,0,,37.775,-122.41833,,,,,,,,,,,,,,,,,,5/30/12 20:59,3b4a81d2-97bd-405f-a867-e9df35f8bac6,46,urn:uuid:53ad8aed-70da-48ae-a04d-33689d6752f4,http://cch2.org/portal/collections/individual/index.php?occid=3231977
3250745,UCJEPS,,,PreservedSpecimen,13c3da2b-4cc0-4016-a30f-248584efefad,UC9994,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Carl Purdy,,1897-01-01,1897,1,1,1,,Jan 1 1897,"Rec'd 1897"", no collection date given",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Mendocino,,near Ukiah,,0,,39.144787,-123.2056,NAD27,11278,,,,Terrain Navigator (inferred),,(inferred),,,,,,,,,,5/31/12 23:45,13c3da2b-4cc0-4016-a30f-248584efefad,46,urn:uuid:9ccaa6eb-8723-4e1f-92a1-4e40192b2fb1,http://cch2.org/portal/collections/individual/index.php?occid=3250745
3317663,UCJEPS,,,PreservedSpecimen,c3d93a59-2dca-4287-84d8-f374ffe9b194,UC10061,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,G. W. Dunn,,1891-01-01,1891,1,1,1,365,1891,"Date as ""1891",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Diego,,San Diego,,0,,32.73409,-117.12945,WGS84,9654,,San Diego NHM A,,TOPO! and personal research,,georef from 2006-2015 archive backup file; Tue Sep 3 16:06:22 2013; (copied from UC101054),,,,,,,,,,5/30/12 20:59,c3d93a59-2dca-4287-84d8-f374ffe9b194,46,urn:uuid:c6503faa-08a9-4391-bd7b-6e29db0ae610,http://cch2.org/portal/collections/individual/index.php?occid=3317663
3327086,UCJEPS,,,PreservedSpecimen,9f7e84a4-ed44-40ad-9db5-c7f7565b46df,JEPS51735,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dr. L. M. Newlon,,1/1/21,1921,1,1,1,365,1921,"Date as ""1921",sea shore,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Mateo,,sea shore from Salada to Mussel,,0,,37.646,-122.4934,WGS84,1023,,,,GoogleMaps via BerkeleyMapper,,,,,,,,,,,,5/29/12 16:28,9f7e84a4-ed44-40ad-9db5-c7f7565b46df,46,urn:uuid:21aaca58-f231-44a0-96cc-4ce49746c0a0,http://cch2.org/portal/collections/individual/index.php?occid=3327086
3359947,UCJEPS,,,PreservedSpecimen,2f8c492c-e9ff-480e-8b21-78a4432e7329,UC85521,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia leptomitra,247632,Greene,Eschscholzia,leptomitra,,,Bingham,,1886-01-01,1886,1,1,1,365,1886,,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,Santa Barbara,,0,,34.4208,-119.6972,NAD83,7000,,Santa Barbara Botanic Garden A,,GEOLocate,,georef from 2006-2015 archive backup file; Mon Apr 28 17:54:35 2014; (copied from SBBG70340),,,,,,,,,,5/31/12 22:51,2f8c492c-e9ff-480e-8b21-78a4432e7329,46,urn:uuid:e99f8a63-41fb-418c-96b3-62d35327bf19,http://cch2.org/portal/collections/individual/index.php?occid=3359947
3378408,UCJEPS,,,PreservedSpecimen,7ff6a15a-3a8d-4602-a98c-aec21fc32932,UC10016,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Mr. P. B. Westerman,,1898-01-01,1898,1,1,1,,Jan 1 1898,"Received from Mr. P. B. Westerman, 1898",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Mendocino,,Round Valley,,0,,39.78802,-123.238846,NAD27,6647,,,,Terrain Navigator (inferred),,(inferred),,,,,,,,,,5/30/12 20:59,7ff6a15a-3a8d-4602-a98c-aec21fc32932,46,urn:uuid:5137a5fd-a296-4bdb-9a9e-5c02a94a7b70,http://cch2.org/portal/collections/individual/index.php?occid=3378408
3379198,UCJEPS,,,PreservedSpecimen,cd2abd16-ac8b-4528-97af-f93c51b0ce75,UC112924,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Katharine Brandegee,,1/1/05,1905,1,1,1,365,1905,"county supplied by Wetherwax; Date as ""1905",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Sonoma,,Bodega Head,,0,,38.312739,-123.064749,WGS84,1765,,UCBerkeley B,,GEOLocate,,georef from 2006-2015 archive backup file; Wed Apr 25 09:42:48 2012; (copied from CAS101160),,,,,,,,,,5/30/12 22:09,cd2abd16-ac8b-4528-97af-f93c51b0ce75,46,urn:uuid:935d0a0e-1be7-4a8b-9e0d-4263b2a6de5f,http://cch2.org/portal/collections/individual/index.php?occid=3379198
3394013,UCJEPS,,,PreservedSpecimen,594ae74c-4208-45da-b483-e7904e6060a8,UC204939,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Miss M. M. Miles,,1884-01-01,1884,1,1,1,366,1884,"Date as ""1884",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Santa Barbara,,Santa Barbara,,0,,,,,,,,,,,,,,,,,,,,,5/31/12 17:12,594ae74c-4208-45da-b483-e7904e6060a8,46,urn:uuid:0c4e325b-17dd-4edf-ac8d-a1a5f2592ecf,http://cch2.org/portal/collections/individual/index.php?occid=3394013
3394356,UCJEPS,,,PreservedSpecimen,f68d7362-4b9a-4767-b978-3d89dcb95756,UC338226,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,unknown,,1887-01-01,1887,1,1,1,366,1887-1888,"From Lemmon Herbarium, probably collected by Lemmon. Date as ""1887-1888"". No location beyond county.",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Luis Obispo,,,,0,,,,,,,,,,,,,,,,,,,,,5/31/12 17:54,f68d7362-4b9a-4767-b978-3d89dcb95756,46,urn:uuid:7beef879-15bb-4840-8358-234d10cf2800,http://cch2.org/portal/collections/individual/index.php?occid=3394356
3418014,UCJEPS,,,PreservedSpecimen,3e291093-6cef-4d73-a102-a2ddf16f38be,UC185325,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Katharine Brandegee,,1/1/12,1912,1,1,1,366,1912,"Date as ""1912",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Alameda,,Campus Berkeley,,0,,37.871346,-122.25763,NAD27,978,,,,Terrain Navigator 5.03 1:24000,,,,,,,,,,,,5/31/12 16:25,3e291093-6cef-4d73-a102-a2ddf16f38be,46,urn:uuid:6138067a-4a50-4b02-a6d1-1f85abaca377,http://cch2.org/portal/collections/individual/index.php?occid=3418014
3424541,UCJEPS,,,PreservedSpecimen,8f536a96-9189-4835-b40f-5cf0b2350bda,JEPS51732,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dr. L. M. Newlon,,1/1/21,1921,1,1,1,365,1921,"Date as ""1921",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Mateo,,sea shore from Salada to Mussel,,0,,37.646,-122.4934,WGS84,1000,,,,GoogleMaps via BerkeleyMapper,,,,,,,,,,,,5/29/12 16:28,8f536a96-9189-4835-b40f-5cf0b2350bda,46,urn:uuid:477a8023-2114-43c5-b7db-f3e3cd67d3db,http://cch2.org/portal/collections/individual/index.php?occid=3424541
3425537,UCJEPS,,,PreservedSpecimen,9f9f0f68-9175-4d53-b331-c5749da195b8,JEPS51733,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dr. L. M. Newlon,,1/1/21,1921,1,1,1,365,1921,"Date as ""1921",sea shore,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Mateo,,sea shore from Salada to Mussel,,0,,37.646,-122.4934,WGS84,1000,,,,GoogleMaps via BerkeleyMapper,,,,,,,,,,,,5/29/12 20:02,9f9f0f68-9175-4d53-b331-c5749da195b8,46,urn:uuid:05e18a64-c99e-4d1b-9caf-5967d2542b50,http://cch2.org/portal/collections/individual/index.php?occid=3425537
3437109,UCJEPS,,,PreservedSpecimen,29cbb371-bad7-40e7-a04f-0dae121ff75e,JEPS51734,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dr. L. M. Newlon,,1/1/21,1921,1,1,1,365,1921,"Date as ""1921",sea shore,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,San Mateo,,sea shore from Salada to Mussel,,0,,37.646,-122.4934,WGS84,1000,,,,GoogleMaps via BerkeleyMapper,,,,,,,,,,,,5/30/12 9:06,29cbb371-bad7-40e7-a04f-0dae121ff75e,46,urn:uuid:a2d89dfa-c8ac-4d48-b175-bcc67426a1b9,http://cch2.org/portal/collections/individual/index.php?occid=3437109
3476399,UCJEPS,,,PreservedSpecimen,d5f6d964-cf2c-4d4c-9610-6e5dd090713f,UC10001,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,H. P. Chandler,,1899-01-01,1899,1,1,1,365,1899,"county supplied by Wetherwax; Date as ""1899",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Alameda,,North Berkeley,,0,,,,,,,,,,,,,,,,,,,,,5/30/12 20:59,d5f6d964-cf2c-4d4c-9610-6e5dd090713f,46,urn:uuid:8104e2db-661e-442b-8fc8-5df9a2b223d8,http://cch2.org/portal/collections/individual/index.php?occid=3476399
3476450,UCJEPS,,,PreservedSpecimen,f5f5719d-eab5-4d2d-843b-a3a3654c5332,UC10003,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Miss Abrahamson,,1899-01-01,1899,1,1,1,365,1899,"Date as ""1899",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Alameda,,Berkeley,,0,,37.87167,-122.27167,,,,,,,,,,,,,,,,,,5/30/12 20:59,f5f5719d-eab5-4d2d-843b-a3a3654c5332,46,urn:uuid:0261cb29-000c-465e-ae8a-103617b41cce,http://cch2.org/portal/collections/individual/index.php?occid=3476450
3535578,UCJEPS,,,PreservedSpecimen,b0300903-f0be-42ea-b390-204b95374309,JEPS51795,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Willis L. Jepson,,1891-01-01,1891,1,1,1,365,1891,"Date as ""1891"". No location beyond county",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Marin,,,,0,,,,,,,,,,,,,,,,,,,,,11/26/19 14:54,b0300903-f0be-42ea-b390-204b95374309,46,urn:uuid:ed70a4c6-a570-4484-bb5c-7ae7b2f3eb73,http://cch2.org/portal/collections/individual/index.php?occid=3535578
39663,SBBG,,,PreservedSpecimen,0dd71eda-4483-4f2f-bc40-097c5ec92dbf,SBBG167378,34363,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,R. N. Philbrick,,1/5/66,1966,1,5,5,,1/5/66,,,,,,,,,,Flowers Present,,,,,,,United States,California,Santa Barbara,,"San Miguel Island: upper Canada del Mar, near Nidever adobe",,0,,34.0438,-120.3511,NAD27,1000,,dwilken,,MyTopo,,,,,,,,,,,,9/25/18 1:01,,16,urn:uuid:57b41775-b01b-4e22-9c18-253aeef521ef,http://cch2.org/portal/collections/individual/index.php?occid=39663
3051872,CDA,,,PreservedSpecimen,f846f11c-7eae-4af9-8e3f-23148a2dac64,CDA20837,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Anon.,,1/6/09,1909,1,6,6,,1/6/09,USGS quad: M ;,,,,,,,,,,,,,,,,United States,California,Santa Barbara,,South Central Coast; Vicinity of Santa Maria Union High School.,,0,,34.9425,-120.435833,,,"34.942500, -120.435833",,,DMS conversion by CCH loading script,,,,,,,,,,,,5/21/19 17:50,,50,urn:uuid:f846f11c-7eae-4af9-8e3f-23148a2dac64,http://cch2.org/portal/collections/individual/index.php?occid=3051872
519307,SD,,,PreservedSpecimen,{35CCBD7C-F596-4308-B073-32B03E3F2EF3},SD00031822,SD199324,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dick Schwenkmeyer,,1/9/08,2008,1,9,9,,9-Jan-08,,,,"Annual; 12 in. high, low and spreading; leaves dissected; flowers cup-shaped, 4 petals, orange color.",,,,,,FL,,,,,,,United States,California,San Diego,,"Mission Trails Regional Park, east of Tierrasanta, approx. 1/4 mile west of North Fortuna summit in Suycott Canyon and approx. 1 mile south of Highway 52",,0,,32.83943,-117.06777,WGS84,,,n/a,,Coordinates from label,,,198,,,,,,,,,1/15/20 10:58,SD199324,43,urn:uuid:38145337-e9e0-447e-824c-be311ca439c1,http://cch2.org/portal/collections/individual/index.php?occid=519307
183112,OBI,,,PreservedSpecimen,6845a680-f443-4c53-b74b-acda8d7a8b69,OBI103866,42251,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Dan Harrington,,1/15/84,1984,1,15,15,,15-Jan-84,,"Grassy, rocky, soil",,"Annual with orange fls, sepals caduous",,,,,,,,,,,,,United States,California,Monterey,,"Los Padres Natl Forest, 22 mi N of San Simeon. Spruce Crk Trl",,0,,,,,,,,,,,,,,,,,,,,,7/18/13 0:00,,12,urn:uuid:6bb433db-84d8-4362-82fc-e493b41b296f,http://cch2.org/portal/collections/individual/index.php?occid=183112
1976309,SD,,,PreservedSpecimen,{D516CDAC-60CC-4220-A74A-A3E9809DB6F2},SD00032215,SD84425,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Reid Moran,,1/15/73,1973,1,15,15,,15-Jan-73,,rocky bottom of arroyo,,"Corolla yellow above, orange below",,,,,,FFL,,,,,,,Mexico,Baja California,Unknown,,bottom of Arroyo Socorro 8 miles friom the mouth,,0,,30.33401,-115.68423,WGS84,,,n/a,,Coordinates from label,,,150,,,,,,,,,1/15/20 10:58,SD84425,43,urn:uuid:aa7bb6d2-c79a-4869-a92d-0132b4c0ae98,http://cch2.org/portal/collections/individual/index.php?occid=1976309
1180199,RSA,RSA,,PreservedSpecimen,de910494-a57a-4cbc-b051-ea9d20d36376,,670925,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Joseph M. Keefe,,1/19/01,2001,1,19,19,,1/19/01,,Chaparral/Oak woodland,,,,,,,,,,,vegetative,,,Herbarium sheet - 1,United States,California,Los Angeles County,,"North side of wood fence along the Eagle Rock Park path between Scholl Canyon Road and Eagle Rock View Drive, 5 meters west of beginning of private driveway with mailboxes (5475 Eagle Rock View Drive); Eagle Rock District, Los Angeles, 90041.",,0,,34.1435,-118.1841944,,,,,,,,,293,,,,,,,,,9/21/18 11:35,18644845,17,urn:uuid:758353de-2820-4a12-925d-5f0acdb86595,http://cch2.org/portal/collections/individual/index.php?occid=1180199
519222,SD,,,PreservedSpecimen,{7D8C50DF-9AD0-44AE-B083-D39DE4D25C5F},SD00031825,SD176596,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Jeremy Buegge,,1/22/05,2005,1,22,22,,22-Jan-05,,West slope. Reddish soil. 25% slope.,,Common in area. Annual to 40cm tall.,,,,,"Disturbed coastal sage scrub. Upper slope overrun by Brassica. Other spp: Artemesia californica, Malosma laurina, Eriogonum fasciculatum, Cryptantha, Brassica",FFL,,,,,,,United States,California,San Diego,,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",,0,,33.0527,-117.0829,WGS84,,,n/a,,Coordinates from label,,,146,,,,,,,,,1/15/20 10:58,SD176596,43,urn:uuid:1791a54f-a851-422b-96ca-a303b5f87790,http://cch2.org/portal/collections/individual/index.php?occid=519222
1976410,SD,,,PreservedSpecimen,{850C95E2-E0BF-4B7C-A4FA-DEBE89D1C871},SD00032202,SD246120,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Sula Vanderplank,"Tomas Murillo Flores, Nacho Chiapa, Trudi Angell, Leslie Pringle and La Mula Mil",1/26/13,2013,1,26,26,,26-Jan-13,,,,,,,,,,FL,,,,,,,Mexico,Baja California,Unknown,,Near Cerro La Sandia. Sierra San Borja.,,0,,28.4174,-113.40683,WGS84,,,n/a,,Coordinates from label,,,871,,,,,,,,,1/15/20 10:58,SD246120,43,urn:uuid:29dd0753-2731-42db-ab71-927524bdc3b4,http://cch2.org/portal/collections/individual/index.php?occid=1976410
98629,SBBG,,,PreservedSpecimen,84968193-e20a-4f81-8abf-0f16b7ac7122,SBBG167337,95351,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,C. Zeeb,,1/28/84,1984,1,28,28,,1/28/84,,"sandy soil, W-facing slope",,,,,,orange fl,,Flowers Present,,,,,,,United States,California,San Luis Obispo,,Los Osos (Morro Bay Kangaroo Rat reserve),,0,,35.30625,-120.8601,WGS84,106,,CalPoly D,,GoogleMaps via BerkeleyMapper (copied from OBI50345),,georef from old CCH cumulative file,,,,,,,,,mguilliams,9/25/18 1:01,,16,urn:uuid:851e8093-3dd3-42c5-813f-81b4e0149c09,http://cch2.org/portal/collections/individual/index.php?occid=98629
763627,RSA,RSA,,PreservedSpecimen,3bbc36a1-1023-44ee-ab05-4925d7b39e8f,,15341,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. californica,42299,Cham.,Eschscholzia,californica,subsp.,californica,Carl B. Wolf,,1/29/27,1927,1,29,29,,1/29/27,,,,,,,,,,,,,flowers & fruits,,,Herbarium sheet - 1,United States,California,San Mateo County,,Near coast between Pescadero and Pebble Beach,,0,,,,,,,,,,,,,,,,,,,,,9/21/18 11:35,18429382,17,urn:uuid:83d27499-a5da-42a9-9037-01af61600ed8,http://cch2.org/portal/collections/individual/index.php?occid=763627
389245,SDSU,,,PreservedSpecimen,6f998666-206d-439b-ba6d-0b50c46a6ed3,14929,SDSU14929,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. californica,42299,Cham.,Eschscholzia,californica,subsp.,californica,"Beauchamp, R. M.",Craig H. Reiser,1/30/87,1987,1,30,30,,1/30/87,,In open areas.,,Orange-flowered annual.,,,,,,,,0,,,,,United States,California,San Diego,,"Juliett. Camp Joseph Pendleton MCB. San Diego County, California. Base Section: 73-87.",73-87 juliett,0,,33.32201,-117.29168,,1609,"33.31667, -117.28333; 33.32° N; 117.29° W",Mary Alice Kessler,,,,9-Dec-09,122,,,,,400ft.,PEND,,preprocessed,10/8/19 14:25,,6,urn:uuid:6f998666-206d-439b-ba6d-0b50c46a6ed3,http://cch2.org/portal/collections/individual/index.php?occid=389245
519200,SD,,,PreservedSpecimen,{A4476DD9-524C-45EB-A8D6-5862927CC65F},SD00031861,SD173828,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Marsha Hanson,"Annie Ransom, Victoria Marshall",1/31/05,2005,1,31,31,,31-Jan-05,,,,Showy yellow flowers,,,,,"Sage scrub: Artemisia californica, Calandrinia ciliata, Mirabilis laevis, Erodium, sp., Lepidium sp.",FFL,,,,,,,United States,California,San Diego,,"Lake Poway, City of Poway; edge of trail, northeast side of lake",,0,,33.0114,-117.0122,WGS84,,,n/a,,Coordinates from label,,,277,,,,,,,,,1/15/20 10:58,SD173828,43,urn:uuid:236bcc15-7008-4d3c-8e09-6101fe0adccc,http://cch2.org/portal/collections/individual/index.php?occid=519200
519220,SD,,,PreservedSpecimen,{6B8B43E1-EC2A-43D3-9816-26ECEC24D9A6},SD00031839,SD175558,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Steve Jr. Black,,1/31/06,2006,1,31,31,,31-Jan-06,,Steep slope,,"Orange four petaled blosson on a long (to 14"") green stem. Lacy light green leaves surround the stem.",,,,,,FL,,,,,,,United States,California,San Diego,,"Hollenbeck Canyon Wildlife Area; ca. 4 mi SE of Jamul, ca. ¼ mi NE of intersection of Honey Springs Rd and SR94.",,0,,32.671,-116.8207,WGS84,,,n/a,,Coordinates from label,,,259,,,,,,,,,1/15/20 10:58,SD175558,43,urn:uuid:fc8d9a28-32aa-419b-9ff9-7c96a3833bf8,http://cch2.org/portal/collections/individual/index.php?occid=519220
1976379,SD,,,PreservedSpecimen,{143D07B8-EEFF-4E4D-B930-C199B7C85A5C},SD00032846,SD168672,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. mexicana,207634,(Greene) C. Clark,Eschscholzia,californica,subsp.,mexicana,Wendy C. Hodgson,Dawn Goldman,1/31/01,2001,1,31,31,,31-Jan-01,,,,,,,,,Arizona Upland of Sonoran Desert with Dichelostemma capitatum. Common.,FL,,,,,,,United States,Arizona,Pinal,,"Tonto National Forest, Arizona Trail, south of Picketpost Trailhead and Highway 60, southwest of Picketpost Mountain.",,0,,33.2518,-111.1749,WGS84,,,n/a,,Coordinates from label,,,870,,,,,,,,,1/15/20 10:58,SD168672,43,urn:uuid:ecb92c59-b820-450b-a2cd-0dbeed39549c,http://cch2.org/portal/collections/individual/index.php?occid=1976379
1976386,SD,,,PreservedSpecimen,{5714C45E-9F28-4FAD-85FB-4CDE735634AB},SD00032848,SD190303,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. mexicana,207634,(Greene) C. Clark,Eschscholzia,californica,subsp.,mexicana,Richard S. Felger,Glenn A. McCreedy and Betsy Wirt,1/31/03,2003,1,31,31,,31-Jan-03,,"Bajada, granitic gravelly soil, dissected by sandy washes.",,,,,,,"Associated species: Olneya tesota, Parkinsonia microphylla.",FL,,,,,,,United States,Arizona,Maricopa,,"North Maricopa Mountains, Sonoran Desert National Monument.",,0,,33.06861,-112.48472,WGS84,,,n/a,,Coordinates from label,,,580,,,,,,,,,1/15/20 10:58,SD190303,43,urn:uuid:42e52e6f-a030-404b-916f-b5de35e01f1f,http://cch2.org/portal/collections/individual/index.php?occid=1976386
3550878,UCJEPS,,,PreservedSpecimen,dc21e914-49d5-41e9-b0c5-a7ef7a84c088,UC128837,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,Miss Harriet A. Walker,,2/1/06,1906,2,1,32,120,"February-April, 1906","Date as ""February-April, 1906",,,,,,,,,Flowering/Fruiting,,,,,,,United States,California,Alameda,,Vicinity of Berkeley,,0,,37.8701,-122.2668,NAD27,4000,,,,(copied from UC127626),,(copied from UC127626),,,,,,,,,,5/31/12 8:20,dc21e914-49d5-41e9-b0c5-a7ef7a84c088,46,urn:uuid:954c0d21-6ece-489a-bf1e-74cd11aac4d8,http://cch2.org/portal/collections/individual/index.php?occid=3550878
518945,SD,,,PreservedSpecimen,{820B9313-8BBE-447D-A2A9-3968E910906B},SD00032923,SD10242,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. peninsularis,,,,,,,Frank F. Gander,,2/2/35,1935,2,2,33,,2-Feb-35,,,,,,,,,,FL,,,,,,,United States,California,San Diego,,Pacific Beach,,0,,32.80427,-117.24817,WGS84,1609,,mak,,TOPO! v3.4.2,,,,,,,,unknownft.,,,,1/15/20 10:56,SD10242,43,urn:uuid:1e819527-abe4-4ecc-a7de-c3169c33c876,http://cch2.org/portal/collections/individual/index.php?occid=518945
739077,RSA,POM,,PreservedSpecimen,3024394a-bd10-484e-98da-7a5b04c8d3c8,RSA0057998,828253,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,,,"Sula E. Vanderplank, Bart O'Brien, Valentin Arvizu",,2/2/05,2005,2,2,33,,2/2/05,,On lava mounds.,,,,,,,,,,,flowers & fruits,,,Herbarium sheet - 1,Mexico,Baja California,Ensenada,,Greater San Quintin. In the middle of the cindercones and lava rock of the bay.,,0,,30.469,-116.03,,,,,,,,,,,,,,,,,,9/21/18 11:35,18700738,17,urn:uuid:e3a3e40f-3815-476a-b3df-39241e5c9987,http://cch2.org/portal/collections/individual/index.php?occid=739077
