id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,recordedBy,associatedCollectors,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey_dbpk,collId,recordId,references
110710,SBBG,NA,NA,PreservedSpecimen,9d181421-3224-4c14-9731-88c1e01c2c61,SBBG168561,37638,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,E. R. Blakley,NA,4/7/63,1963,4,7,97,NA,4/7/63,few,sandy crk terrace,NA,NA,NA,NA,NA,per; petals yellow-orange w/ dark orange center,NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA,"Santa Catalina Island: Middle Ranch Cyn, ca. 1 mi above Middle Ranch",NA,0,NA,33.3492,-118.4271,NAD27,750,NA,NA,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,750 [ft],NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:2f89b4c7-dcde-4739-9cfa-abd32f9cb6de,http://cch2.org/portal/collections/individual/index.php?occid=110710
3482357,UCJEPS,NA,NA,PreservedSpecimen,0be720d5-092d-4333-8d83-000b886f8b6f,UC855155,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,A. A. Heller,NA,4/7/11,1911,4,7,97,NA,Apr 7 1911,NA,in blue oak and digger pine belt on open gravelly slopes,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,El Dorado,NA,between Shingle Springs and El Dorado,NA,0,NA,38.67487,-120.88519,NAD27,3473,NA,NA,NA,"Terrain Navigator 5.03 USGS 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/12 22:51,0be720d5-092d-4333-8d83-000b886f8b6f,46,urn:uuid:71ee5df6-755d-4f49-bc7a-72dee76fe6b0,http://cch2.org/portal/collections/individual/index.php?occid=3482357
66343,SBBG,NA,NA,PreservedSpecimen,43c0ee45-054f-444b-b9b4-5ac47bd670e8,SBBG169391,98891,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,H. M. Pollard,NA,4/8/51,1951,4,8,98,NA,4/8/51,NA,along road,NA,NA,NA,NA,NA,NA,NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,"Olive Mill Rd, Montecito",NA,0,NA,34.418,-119.639,NAD83,3,NA,dwilken,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:e4723ab2-9f4f-48fc-8a94-f9630a921fc6,http://cch2.org/portal/collections/individual/index.php?occid=66343
519121,SD,NA,NA,PreservedSpecimen,{CEAE5A03-5B72-4C95-835D-CAC8EE33AB4F},SD00032098,SD136532,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,John W. Brown,NA,4/8/95,1995,4,8,98,NA,8-Apr-95,NA,NA,NA,"Freely branched, nearly glabrous annual, with ternately dissected leaves, showy orange flowers, and long, lanceolate seed capsules.",NA,NA,NA,NA,"Gilia angelensis, Hypochaeris glabra, Brassica nigra",FFL,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,"Infrequent on open grassy slopes and disturbed areas along dirt road Road from Sloan Canyon to The Mesa, northeastern portion of McGinty Mountain SW corner of USGS 7.5 minute Alpine quadrangle",NA,0,NA,32.77538,-116.85344,WGS84,402,NA,mak,NA,"TRS Conversion, TOPO! v3.4.2, Google Earth",NA,NA,NA,NA,NA,NA,NA,unknownft.,NA,NA,NA,1/15/20 10:57,SD136532,43,urn:uuid:a223522d-2438-46e5-8672-0cc0d509c14e,http://cch2.org/portal/collections/individual/index.php?occid=519121
519404,SD,NA,NA,PreservedSpecimen,{C8FDCB4A-AB4D-4D3C-A35B-C9EDC7A85C55},SD00032054,SD215596,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Darin L. Banks,NA,4/8/97,1997,4,8,98,NA,8-Apr-97,NA,Alluvial substrate with sandy loam soil in the river bottom and granitic/gabbroic substrates with sandy or clay soils on the surrounding slopes.,NA,"Annual, 8 to 12 inches tall.",NA,NA,NA,NA,Oak woodland along the river bottom and chaparral with scattered pockets of Stipa grassland on adjacent slopes.,FFL,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,Agua Tibia Mountains: Wilderness Gardens Preserve. Approximately 3.4 miles east of Pala south of Highway 76 along the San Luis Rey River. Areas along the main trail network from the parking area along the primary driveway to the higher slopes.,NA,0,NA,33.35028,-117.03278,WGS84,241,NA,mak,NA,TRS Topo,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,1/15/20 10:58,SD215596,43,urn:uuid:026277f4-5f39-495d-a1c4-0057305c90de,http://cch2.org/portal/collections/individual/index.php?occid=519404
615471,SFV,NA,NA,PreservedSpecimen,9220f2eb-632b-4a22-89ee-520ec47eb642,SFV109929,SFV-8364,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,R. H. Saigo,NA,4/8/61,1961,4,8,98,NA,8-Apr-61,NA,Roadside grassy slope.,NA,Flower color: dark yellow to orange-red.,NA,NA,NA,NA,NA,Flowering,Wild: native/naturalized,NA,NA,NA,NA,NA,United States,California,Yolo,NA,Sacramento Valley; 5.5 miles west of Winters.,NA,0,NA,38.51,-122.02,NA,1000,38° 30m 36s N; 122° 1m 12s W,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,200 ft.,NA,NA,JNH,9/11/13 0:00,NA,41,urn:uuid:9220f2eb-632b-4a22-89ee-520ec47eb642,http://cch2.org/portal/collections/individual/index.php?occid=615471
3328401,UCJEPS,NA,NA,PreservedSpecimen,4162121e-0811-4919-8e33-85585241cc1c,JEPS51718,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Willis L. Jepson,NA,4/8/05,1905,4,8,98,NA,Apr 8 1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Alameda,NA,Niles,NA,0,NA,37.578922,-121.97589,NAD27,2173,NA,NA,NA,Terrain Navigator 5.03 1:24000,NA,NA,25,NA,NA,NA,NA,85 ft,NA,NA,NA,11/26/19 12:28,4162121e-0811-4919-8e33-85585241cc1c,46,urn:uuid:3aeca0c5-dacb-4edd-bdb6-7fb2fda36c92,http://cch2.org/portal/collections/individual/index.php?occid=3328401
63473,SBBG,NA,NA,PreservedSpecimen,3e0ed0ac-4597-49e8-9d18-6e1dfee76607,SBBG170501,110123,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,D. Wilken w/ E. Painter,NA,4/9/98,1998,4,9,99,NA,4/9/98,common to scattered,"sandy soil, E slope",NA,NA,NA,NA,NA,"ann; cor orange, faded to yellow","Chrysothamnus, Artemisia",Flowers Present; Fruit Present,NA,NA,NA,NA,NA,NA,United States,California,Kern,NA,"Short Cyn, ca. 3.2 mi W of US Hwy 395, SE of Owens Pk",NA,0,NA,35.712,-117.918,NAD27,1000,NA,UCSanta Barbara A,NA,Label,NA,georef from 2006-2015 archive backup file; Date Georeferenced: Thu Dec 30 16:33:26 2010,1100,NA,NA,NA,NA,NA,NA,NA,ethomas,9/25/18 1:01,NA,16,urn:uuid:ab18b7a3-e968-4e8c-bd20-d43558e9690f,http://cch2.org/portal/collections/individual/index.php?occid=63473
615469,SFV,NA,NA,PreservedSpecimen,f8210ca4-c293-4e33-bd8a-578d827b242a,SFV109927,SFV-15718,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,H. L. Fredell,NA,4/8/92,1992,4,8,99,NA,8-Apr-92,NA,Coastal sage scrub. Grassy slope.,NA,NA,NA,NA,NA,NA,NA,Flowering,Wild: native/naturalized,NA,NA,NA,NA,NA,United States,California,Ventura,NA,Grimes Canyon. West of CA Highway 23 at top of grade.,NA,0,NA,34.35,-118.91,NA,1000,34° 21m N; 118° 54m 36s W,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,984 ft.,NA,NA,JNH,9/11/13 0:00,NA,41,urn:uuid:f8210ca4-c293-4e33-bd8a-578d827b242a,http://cch2.org/portal/collections/individual/index.php?occid=615469
3543048,UCJEPS,NA,NA,PreservedSpecimen,cfff73ca-c81e-4aa4-bd95-4310a44f2053,UC855196,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Alice Eastwood,NA,4/9/13,1913,4,9,99,NA,Apr 9 1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,Warner's Hot Springs,NA,0,NA,33.2842,-116.63113,WGS84,2414,NA,NA,NA,SD_georef (mak),NA,(mak),NA,NA,NA,NA,NA,NA,NA,NA,NA,11/8/19 10:51,cfff73ca-c81e-4aa4-bd95-4310a44f2053,46,urn:uuid:fc4d783b-3e08-4f4e-985b-96fa618489eb,http://cch2.org/portal/collections/individual/index.php?occid=3543048
3551436,UCJEPS,NA,NA,PreservedSpecimen,ca9eb4cf-b9a1-465a-8992-26176bf214bc,UC1551988,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Lyman Benson,NA,4/8/52,1952,4,8,99,NA,Apr 8 1952,NA,desert pavement,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Riverside,NA,"2 mi w Shaver Summit (e of Indio, US 66); Colorado Desert, Colorado River Drainage",NA,0,NA,33.659,-115.7608,WGS84,2000,NA,NA,NA,GoogleMaps via BerkeleyMapper,NA,NA,609,NA,NA,NA,NA,2000 ft,NA,NA,NA,5/31/12 14:46,ca9eb4cf-b9a1-465a-8992-26176bf214bc,46,urn:uuid:dbd38cd7-65d1-444e-b6a3-177417975be7,http://cch2.org/portal/collections/individual/index.php?occid=3551436
91285,SBBG,NA,NA,PreservedSpecimen,759ff9ad-765e-4d9f-864d-d3fe9654c660,SBBG169388,119660,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. californica,42299,Cham.,Eschscholzia,californica,subsp.,californica,J. Olson,NA,4/10/02,2002,4,10,100,NA,4/10/02,scattered,moderate SW-facing slope; serpentine,NA,NA,NA,NA,NA,"herbaceous per, 2-3 dm tall; cor deep orange","Hesperoyucca whipplei, Filago, Astragalus, Eriophyllum, Lotus junceus, Nassella, Avena barbata, Bromus hordeaceus",Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,San Luis Obispo,NA,Camp San Luis Obispo; serpentine outcrop WNW of water treatment plant at Chorro Reservoir; Camp San Luis Obispo,NA,0,NA,35.337,-120.688,NAD27,1000,NA,NA,NA,Label,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:d68886f6-5719-4599-8872-20a5b3391dfd,http://cch2.org/portal/collections/individual/index.php?occid=91285
118559,SBBG,NA,NA,PreservedSpecimen,ad101198-9f22-40d1-be5b-4f5c8648b39d,SBBG170532,77930,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Ralph Hoffmann,NA,4/10/31,1931,4,10,100,NA,4/10/31,NA,NA,NA,NA,NA,NA,NA,fls yellow w/ orange at base,NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,Santa Cruz Island: near main ranch,NA,0,NA,33.9955,-119.715,NAD83,1500,NA,dwilken,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:7407124d-245f-4c43-b50f-9593c8d4b7ab,http://cch2.org/portal/collections/individual/index.php?occid=118559
518954,SD,NA,NA,PreservedSpecimen,{CEAD0BF5-B25F-4235-94E9-47537FE507E0},SD00032871,SD11062,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. peninsularis,NA,NA,NA,NA,NA,NA,Frank F. Gander,NA,4/10/35,1935,4,10,100,NA,10-Apr-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FFL,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,San Onofre,NA,0,NA,33.38114,-117.5731,WGS84,805,NA,mak,NA,"TOPO! v3.4.2, GNIS",NA,NA,NA,NA,NA,NA,NA,unknownft.,NA,NA,NA,1/15/20 10:56,SD11062,43,urn:uuid:797fab98-2fe1-493e-8fd2-64fceca71cda,http://cch2.org/portal/collections/individual/index.php?occid=518954
615464,SFV,NA,NA,PreservedSpecimen,047a9055-dff8-49d0-bf54-20062b3ac30a,SFV109915,SFV-10383,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,M. L. Vincent,NA,4/9/64,1964,4,9,100,NA,9-Apr-64,NA,NA,NA,Flower color: orange.,NA,NA,NA,NA,NA,Flowering & Fruiting,Wild: native/naturalized,NA,NA,NA,NA,NA,United States,California,Butte,NA,"Sierra Nevada; Highway 40 Alternate, 1 mile from Clark Road turnoff.",NA,0,NA,39.61,-121.61,NA,1000,39° 36m 36s N; 121° 36m 36s W,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,394 ft.,NA,NA,JNH,9/11/13 0:00,NA,41,urn:uuid:047a9055-dff8-49d0-bf54-20062b3ac30a,http://cch2.org/portal/collections/individual/index.php?occid=615464
65585,SBBG,NA,NA,PreservedSpecimen,4228ad97-c50f-4121-9572-e5dab65db4dd,SBBG170544,97282,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,S. A. Junak,NA,4/11/90,1990,4,11,101,NA,4/11/90,locally common,edge of flood plain,NA,NA,NA,NA,NA,per,"Lupinus albifrons, Artemisia californica, Lotus dendroideus, Eriogonum grande, Baccharis pilularis",Flowers Present; Fruit Present,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,"Santa Cruz Island: upper Canada Christi, along Valley Rd 0.4 mi W of Embudo Trough",NA,0,NA,34.0178,-119.8197,NAD83,500,NA,dwilken,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,600 [ft],NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:006fe089-3b25-48e1-a782-828126c50bb7,http://cch2.org/portal/collections/individual/index.php?occid=65585
125859,SBBG,NA,NA,PreservedSpecimen,bbcdad03-32a0-46f9-abe8-6e296b10ced6,SBBG170533,77929,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Ralph Hoffmann,NA,4/11/31,1931,4,11,101,NA,4/11/31,NA,NA,NA,NA,NA,NA,NA,fls yellow w/ orange at base,NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,Santa Cruz Island: near main ranch,NA,0,NA,33.9955,-119.715,NAD83,1500,NA,dwilken,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:b8da8591-7ede-45fb-8729-876153c9e7f4,http://cch2.org/portal/collections/individual/index.php?occid=125859
518957,SD,NA,NA,PreservedSpecimen,{18FD496D-F048-43B8-8514-435AA3A696AB},SD00032877,SD14400,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica subsp. peninsularis,NA,NA,NA,NA,NA,NA,Frank F. Gander,NA,4/10/36,1936,4,10,101,NA,10-Apr-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,FFL,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,"Kearney Mesa, near water tank - fresh burn",NA,0,NA,32.87817,-117.11936,WGS84,402,NA,mak,NA,TOPO! v3.4.2,NA,NA,NA,NA,NA,NA,NA,unknownft.,NA,NA,NA,1/15/20 10:56,SD14400,43,urn:uuid:de9f9e5f-b4e3-4035-9724-fb573c89dfbf,http://cch2.org/portal/collections/individual/index.php?occid=518957
3307975,UCJEPS,NA,NA,PreservedSpecimen,fc5e714f-2b24-4bab-bac7-bf1fc531ca92,UC1586733,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Steven A. Junak,NA,4/11/90,1990,4,11,101,NA,Apr 11 1990,NA,on edge of flood plain,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,"Santa Cruz Island, upper Canada Christy, along Valley Road 0.4 mi W of Embudo Trough",NA,0,NA,34.0178,-119.8197,NAD83,1000,NA,Santa Barbara Botanic Garden A,NA,Terrain Navigator 8.7,NA,georef from 2006-2015 archive backup file; Tue Apr 22 22:14:26 2014; (copied from SBBG97282),NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/12 15:01,fc5e714f-2b24-4bab-bac7-bf1fc531ca92,46,urn:uuid:dab55a60-195a-46e8-baa2-742d12fef452,http://cch2.org/portal/collections/individual/index.php?occid=3307975
615472,SFV,NA,NA,PreservedSpecimen,e06c1a15-3a82-4e9e-be18-04f4f5fdba6f,SFV109930,SFV-1372,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,B. J. McCaskill,K. Onaga,4/12/62,1962,4,12,102,NA,12-Apr-62,NA,NA,NA,Growing on dry bank of railroad track. Flower color: petals bright orange.,NA,NA,NA,NA,NA,Flowering,Wild: native/naturalized,NA,NA,NA,NA,NA,United States,California,Yolo,NA,Sacramento Valley; Davis. 0.1 miles east of intersection of L and 2nd streets.,NA,0,NA,38.545,-121.732,NA,100,38° 32m 42s N; 121° 43m 55.2s W,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,43 ft.,NA,NA,JNH,9/11/13 0:00,NA,41,urn:uuid:e06c1a15-3a82-4e9e-be18-04f4f5fdba6f,http://cch2.org/portal/collections/individual/index.php?occid=615472
3232698,UCJEPS,NA,NA,PreservedSpecimen,b5f47ca6-e877-454f-925f-fdf7b30b739b,UC1126401,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,T. M. Hendrix,NA,4/12/39,1939,4,12,102,NA,Apr 12 1939,NA,"Veg. Type: Gr underscored , sw slope",NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,San Luis Obispo,NA,1/2 mi sw Giffard Ranch; Branch Mt. Quadrangle,NA,0,NA,35.1151,-120.048,NAD27,805,NA,NA,NA,trs2LL,NA,NA,487,NA,NA,NA,NA,1600 ft,NA,NA,NA,5/30/12 22:03,b5f47ca6-e877-454f-925f-fdf7b30b739b,46,urn:uuid:6070de48-5f1e-4fff-969b-95cf635b5def,http://cch2.org/portal/collections/individual/index.php?occid=3232698
253616,LOB,NA,NA,PreservedSpecimen,57b21fed-d508-4406-8a22-8b1ddc18b71a,LOB101709,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Courtney Antonucci,NA,4/13/12,2012,4,13,104,NA,13-Apr-12,Databasing comment: Unclear whether cultivated or wild.,NA,NA,"Herb, orange flowers",NA,NA,NA,NA,NA,flowers,NA,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA,"Torrance, 4927 Maricopa Street",Lat/long on label is incorrect,0,NA,33.835849,-118.340629,WGS84,1906,NA,NA,NA,GeoLocate,NA,NA,29,37,NA,NA,NA,95-120 ft,NA,NA,"Olmeda, Bryana L.",2/7/17 0:00,NA,19,urn:uuid:18f760ff-0fb2-4118-bbdb-57d8b8d08a15,http://cch2.org/portal/collections/individual/index.php?occid=253616
3201783,UCJEPS,NA,NA,PreservedSpecimen,bfced637-1d81-4901-ac66-2198d3713e62,UC991059,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Frank F. Gander,NA,4/14/38,1938,4,14,104,NA,Apr 14 1938,NA,"burn in chaparral, Upper Sonoran",NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,San Diego,NA,Foster,NA,0,NA,32.90838,-116.92614,WGS84,805,NA,San Diego NHM A,NA,TOPO!,NA,georef from 2006-2015 archive backup file; Wed Dec 12 13:07:55 2012; (copied from A349014),250,NA,NA,NA,NA,250 m,NA,NA,NA,5/31/12 23:45,bfced637-1d81-4901-ac66-2198d3713e62,46,urn:uuid:f85f2f3a-e527-4bc7-97dd-809c56964a32,http://cch2.org/portal/collections/individual/index.php?occid=3201783
3260394,UCJEPS,NA,NA,PreservedSpecimen,8cc337cf-7b13-4f5f-8763-38d817f9f8ea,UC463271,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Roxana S. Ferris,NA,4/14/29,1929,4,14,104,NA,Apr 14 1929,NA,open hills above ocean,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,5 mi s Surf,NA,0,NA,34.6167,-120.6282,NAD83,1000,NA,Santa Barbara Botanic Garden A,NA,Terrain Navigator 8.7,NA,georef from 2006-2015 archive backup file; Thu Dec 30 16:33:26 2010; (copied from DS200286),NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/12 18:18,8cc337cf-7b13-4f5f-8763-38d817f9f8ea,46,urn:uuid:83066d2c-81bf-44cc-8a43-598a82352e17,http://cch2.org/portal/collections/individual/index.php?occid=3260394
41203,SBBG,NA,NA,PreservedSpecimen,1107b4a6-8b81-45cc-8a9c-a0ba896122e7,SBBG167356,70137,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Ralph Hoffmann,NA,4/14/32,1932,4,14,105,NA,4/14/32,NA,talus slope,NA,NA,NA,NA,NA,"petals, lower 2/3 orange, upper 1/3; ;yellow",NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Ventura,NA,N of Foster Park,NA,0,NA,34.3613,-119.3098,NAD83,2000,NA,UCSanta Barbara A,NA,MyTopo,NA,georef from old CCH cumulative file,NA,NA,NA,NA,NA,NA,NA,NA,mguilliams,9/25/18 1:01,NA,16,urn:uuid:88159ba6-eba5-4a83-b443-d65accc49c28,http://cch2.org/portal/collections/individual/index.php?occid=41203
67134,SBBG,NA,NA,PreservedSpecimen,455a8a2b-c056-4880-8129-cc3d16f07991,SBBG168579,77934,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Ralph Hoffmann,NA,4/15/29,1929,4,15,105,NA,4/15/29,NA,hilltop,NA,NA,NA,NA,NA,NA,NA,Flowers Present,NA,NA,NA,NA,NA,NA,United States,California,Santa Barbara,NA,Santa Rosa Island: ranch to Lobos Cyn,NA,0,NA,34.009,-120.073,NAD83,3700,NA,dwilken,NA,MyTopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/18 1:01,NA,16,urn:uuid:b28b1aef-8fb3-4414-9dcf-c46d0b439a28,http://cch2.org/portal/collections/individual/index.php?occid=67134
155353,SBBG,NA,NA,PreservedSpecimen,f756e0cf-e635-43fe-80a5-223da2a716a6,SBBG167357,70131,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,Ralph Hoffmann,NA,4/14/32,1932,4,14,105,NA,4/14/32,NA,talus slope,NA,NA,NA,NA,NA,NA,NA,Flowers Present; Fruit Present,NA,NA,NA,NA,NA,NA,United States,California,Ventura,NA,N of Foster Park,NA,0,NA,34.3613,-119.3098,NAD83,2000,NA,UCSanta Barbara A,NA,MyTopo,NA,georef from old CCH cumulative file,NA,NA,NA,NA,NA,NA,NA,NA,mguilliams,9/25/18 1:01,NA,16,urn:uuid:802dfdc7-bf0f-482f-8b69-abfb593481c8,http://cch2.org/portal/collections/individual/index.php?occid=155353
3250197,UCJEPS,NA,NA,PreservedSpecimen,48817a29-2d04-4c1a-9d2d-3ab4c8fbea6a,UC855137,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,"I. W. Clokey, C. B. Clokey, B. C. Templeton",NA,4/15/30,1930,4,15,105,NA,Apr 15 1930,NA,open slope,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Riverside,NA,Gavilan Peak,NA,0,NA,33.8045,-117.3776,WGS84,1109,NA,NA,NA,GoogleMaps via BerkeleyMapper,NA,NA,600,NA,NA,NA,NA,600 m,NA,NA,NA,5/31/12 22:51,48817a29-2d04-4c1a-9d2d-3ab4c8fbea6a,46,urn:uuid:f5e85c1d-e587-4752-8eca-65e7c2d40544,http://cch2.org/portal/collections/individual/index.php?occid=3250197
3335664,UCJEPS,NA,NA,PreservedSpecimen,005c2ece-06fe-47d5-b5f9-f35b27cae925,UC855149,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia californica,18097,Cham.,Eschscholzia,californica,NA,NA,I. W. Clokey,NA,4/15/30,1930,4,15,105,NA,Apr 15 1930,NA,open slope,NA,NA,NA,NA,NA,NA,NA,Flowering/Fruiting,NA,NA,NA,NA,NA,NA,United States,California,Riverside,NA,Gavilan Peak,NA,0,NA,33.8045,-117.3776,WGS84,1109,NA,NA,NA,GoogleMaps via BerkeleyMapper,NA,NA,600,NA,NA,NA,NA,600 m,NA,NA,NA,5/31/12 22:51,005c2ece-06fe-47d5-b5f9-f35b27cae925,46,urn:uuid:7668c466-1137-478c-b32b-4a35de15a04e,http://cch2.org/portal/collections/individual/index.php?occid=3335664
